period	cat	value	fcc	interval	fkt_id	fkt_date	fkt_pop	fkt_area	fkt_mines	fkt_fert	fkt_cattle	fkt_poors	prot_area	altitude	dist_patch	dist_fedge	dist_road	dist_town	fragindex	date_image	statut_tp1
1	7576	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	636	3600	30	27900	29010	3	20010913	0
1	7577	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1582	1020	660	31350	32670	5	20010913	0
1	7578	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	405	1920	690	23790	24900	5	20010913	0
1	7579	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	503	1260	210	22980	23910	5	20010913	0
1	7580	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	490	1650	450	21330	22140	5	20010913	0
1	7581	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1599	510	540	31860	33210	5	20010913	0
1	7582	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	958	3360	180	29130	30330	5	20010913	0
1	7583	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	571	2700	150	26700	27840	5	20010913	0
1	7584	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	423	2370	120	26190	27330	5	20010913	0
1	7585	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	460	1350	390	23130	24120	5	20010913	0
1	7586	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	277	330	30	18900	19740	3	20010913	0
1	7587	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1616	870	30	34020	35370	3	20010913	0
1	7588	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	738	4050	270	28320	29460	5	20010913	0
1	7589	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	826	2010	60	25410	26550	3	20010913	0
1	7590	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	380	570	240	19350	20190	5	20010913	0
1	7591	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1503	480	60	43590	44940	3	20010913	0
1	7592	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1321	60	60	42330	43680	3	20010913	0
1	7593	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1291	180	90	42060	43410	5	20010913	0
1	7594	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1283	240	30	34980	36330	3	20010913	0
1	7595	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1338	540	30	34680	36030	3	20010913	0
1	7596	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1616	840	60	33990	35340	3	20010913	0
1	7597	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1640	210	240	32160	33510	5	20010913	0
1	7598	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1575	360	420	31980	33330	5	20010913	0
1	7599	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	623	1350	30	21750	22590	3	20010913	0
1	7600	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	468	2280	60	25920	27060	3	20010913	0
1	7601	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1459	1680	90	30600	31950	5	20010913	0
1	7602	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	730	4050	120	28440	29580	5	20010913	0
1	7603	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	594	2790	180	26700	27840	5	20010913	0
1	7604	1	133	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1772	0	60	32340	33690	3	20010913	1
1	7605	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1252	2040	390	30240	31590	5	20010913	0
1	7606	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	752	3150	60	27120	28260	3	20010913	0
1	7607	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	461	1920	720	23880	25020	5	20010913	0
1	7608	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1724	570	90	33630	34980	5	20010913	0
1	7609	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1423	780	90	34440	35760	5	20010913	0
1	7610	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1518	660	720	31590	32910	5	20010913	0
1	7611	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	617	1050	300	21990	22830	5	20010913	0
1	7612	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	236	870	270	19860	20670	5	20010913	0
1	7613	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	258	600	30	19110	19920	3	20010913	0
1	7614	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1322	810	180	43920	45270	5	20010913	0
1	7615	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1542	930	30	33990	35340	3	20010913	0
1	7616	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1556	930	750	31290	32640	5	20010913	0
1	7617	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1438	690	180	43530	44880	5	20010913	0
1	7618	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	594	1170	150	21690	22530	5	20010913	0
1	7619	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1373	750	120	43650	45000	5	20010913	0
1	7620	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	748	3870	120	28470	29700	5	20010913	0
1	7621	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	211	780	360	19770	20610	5	20010913	0
1	7622	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	242	240	150	18660	19500	5	20010913	0
1	7623	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1714	450	180	33360	34680	5	20010913	0
1	7624	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1820	120	120	32550	33870	5	20010913	0
1	7625	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	744	4140	180	28230	29400	5	20010913	0
1	7626	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	541	810	330	22440	23430	5	20010913	0
1	7627	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	560	840	510	22140	23070	5	20010913	0
1	7628	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	331	1140	210	20790	21600	5	20010913	0
1	7629	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	207	750	390	19620	20430	5	20010913	0
1	7630	1	133	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1233	0	60	39120	40470	3	20010913	1
1	7631	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	519	1830	630	23820	24960	5	20010913	0
1	7632	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	353	840	90	20400	21210	3	20010913	0
1	7633	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1804	60	90	32520	33870	4	20010913	0
1	7634	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1489	330	330	31860	33210	5	20010913	0
1	7635	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	819	3570	150	27390	28530	5	20010913	0
1	7636	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1455	330	30	37140	38490	3	20010913	0
1	7637	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	854	3390	570	28860	30180	5	20010913	0
1	7638	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	794	3630	420	28650	29940	5	20010913	0
1	7639	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	587	2310	570	24390	25530	5	20010913	0
1	7640	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	519	1800	600	23820	24960	5	20010913	0
1	7641	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1191	1020	90	43950	45270	3	20010913	0
1	7642	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1590	1020	150	33900	35220	5	20010913	0
1	7643	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1555	180	120	32070	33390	5	20010913	0
1	7644	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	484	2730	180	26100	27240	5	20010913	0
1	7645	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	694	2400	180	25110	26250	5	20010913	0
1	7646	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	485	930	360	21720	22620	5	20010913	0
1	7647	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1158	1170	30	44130	45450	2	20010913	0
1	7648	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1440	90	30	36810	38130	2	20010913	0
1	7649	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1392	180	30	35970	37290	3	20010913	0
1	7650	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1176	2310	780	29910	31230	5	20010913	0
1	7651	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	840	3360	630	28860	30180	5	20010913	0
1	7652	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	385	630	510	22290	23340	5	20010913	0
1	7653	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1465	480	300	43020	44370	5	20010913	0
1	7654	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1300	780	60	38280	39630	4	20010913	0
1	7655	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1399	420	30	34680	36030	2	20010913	0
1	7656	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1456	480	390	31740	33090	5	20010913	0
1	7657	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	869	3240	570	28980	30330	5	20010913	0
1	7658	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	856	3540	540	28680	30030	5	20010913	0
1	7659	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	720	4170	240	27930	29130	5	20010913	0
1	7660	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	155	60	30	13260	14100	1	20010913	0
1	7661	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1574	1080	60	33990	35340	3	20010913	0
1	7662	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	620	2970	30	26310	27450	3	20010913	0
1	7663	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	447	2760	60	25950	27090	3	20010913	0
1	7664	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	180	510	270	19500	20340	5	20010913	0
1	7665	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	139	240	120	18690	19530	5	20010913	0
1	7666	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1345	1080	120	43710	45030	5	20010913	0
1	7667	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1314	870	150	38160	39510	5	20010913	0
1	7668	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1501	870	780	31320	32670	5	20010913	0
1	7669	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	931	4110	30	28140	29430	3	20010913	0
1	7670	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	858	3480	150	27060	28200	5	20010913	0
1	7671	1	113	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1245	180	120	41190	42540	5	20010913	0
1	7672	1	133	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1398	0	60	36090	37440	3	20010913	1
1	7673	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	879	3930	210	28320	29640	5	20010913	0
1	7674	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	721	2610	240	25080	26220	5	20010913	0
1	7675	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	108	300	90	19200	20040	5	20010913	0
1	7676	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	155	300	30	19020	19860	3	20010913	0
1	7677	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1496	840	120	43350	44700	5	20010913	0
1	7678	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1437	300	270	42810	44160	5	20010913	0
1	7679	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1455	180	90	42180	43530	4	20010913	0
1	7680	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1444	150	60	36510	37860	3	20010913	0
1	7681	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	511	1380	150	23400	24540	5	20010913	0
1	7682	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1464	600	180	43110	44430	5	20010913	0
1	7683	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1446	510	270	43020	44340	5	20010913	0
1	7684	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1454	120	90	41880	43200	5	20010913	0
1	7685	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1315	240	30	41460	42780	3	20010913	0
1	7686	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1657	1140	30	33810	35130	3	20010913	0
1	7687	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1477	600	450	31680	33000	5	20010913	0
1	7688	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1464	1290	810	30930	32250	5	20010913	0
1	7689	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	932	3720	390	28500	29820	5	20010913	0
1	7690	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	842	3480	120	26910	28050	5	20010913	0
1	7691	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	476	2070	450	24060	25200	5	20010913	0
1	7692	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	443	1200	300	21210	22110	5	20010913	0
1	7693	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	419	2790	240	25470	26610	5	20010913	0
1	7694	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	325	450	420	21900	22980	5	20010913	0
1	7695	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	424	720	150	21600	22620	5	20010913	0
1	7696	1	133	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	150	0	30	12840	13680	1	20010913	1
1	7697	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	928	3270	330	28950	30300	5	20010913	0
1	7698	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1459	570	270	43020	44370	5	20010913	0
1	7699	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1205	30	30	40440	41790	3	20010913	0
1	7700	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1227	1860	810	30360	31710	5	20010913	0
1	7701	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	406	1140	210	21180	22140	5	20010913	0
1	7702	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1421	990	870	31260	32580	5	20010913	0
1	7703	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1183	1890	840	30330	31650	5	20010913	0
1	7704	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	995	3780	330	28440	29760	5	20010913	0
1	7705	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	796	4230	330	27660	28920	5	20010913	0
1	7706	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	256	300	210	22170	23310	5	20010913	0
1	7707	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	259	270	240	22050	23190	5	20010913	0
1	7708	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1381	870	330	37680	39030	5	20010913	0
1	7709	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1381	810	360	37620	38970	5	20010913	0
1	7710	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1521	270	60	35790	37140	3	20010913	0
1	7711	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	975	3270	240	28920	30270	5	20010913	0
1	7712	1	133	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	180	0	30	12900	13710	1	20010913	1
1	7713	1	113	3.613963	515230006	2005	1018	20.19	0	0	4367	75	0	78	120	30	12570	13380	1	20010913	0
1	7714	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1440	240	240	36210	37560	5	20010913	0
1	7715	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1502	120	60	35070	36420	3	20010913	0
1	7716	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1708	750	90	33150	34500	3	20010913	0
1	7717	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	777	4350	270	27690	29010	5	20010913	0
1	7718	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1035	3810	60	27120	28320	3	20010913	0
1	7719	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	646	3420	90	26520	27660	5	20010913	0
1	7720	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	338	1050	90	21180	22200	3	20010913	0
1	7721	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1290	960	90	38100	39450	3	20010913	0
1	7722	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1029	3960	210	28260	29610	5	20010913	0
1	7723	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	457	3180	270	26100	27240	5	20010913	0
1	7724	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	316	510	240	21600	22710	5	20010913	0
1	7725	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1269	420	120	41220	42540	5	20010913	0
1	7726	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1201	120	30	40440	41760	3	20010913	0
1	7727	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1381	810	420	37590	38910	5	20010913	0
1	7728	1	133	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1590	0	30	36720	38040	3	20010913	1
1	7729	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1447	300	240	36420	37740	5	20010913	0
1	7730	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	922	4140	360	27420	28680	5	20010913	0
1	7731	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	807	3690	240	26820	27990	5	20010913	0
1	7732	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	522	2940	30	25170	26310	3	20010913	0
1	7733	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1491	450	360	42690	44040	5	20010913	0
1	7734	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1432	480	330	42090	43440	5	20010913	0
1	7735	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1374	810	420	37560	38910	5	20010913	0
1	7736	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1720	1230	30	33630	34980	2	20010913	0
1	7737	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	167	120	180	19860	20670	5	20010913	0
1	7738	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1440	1140	150	43500	44850	5	20010913	0
1	7739	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	405	3000	60	25200	26340	3	20010913	0
1	7740	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	627	2760	210	24750	25890	5	20010913	0
1	7741	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	562	1800	150	23790	24930	5	20010913	0
1	7742	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	128	210	60	16410	17250	3	20010913	0
1	7743	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1263	420	240	41040	42390	5	20010913	0
1	7744	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	357	3120	210	25530	26670	5	20010913	0
1	7745	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	168	390	240	20130	21000	5	20010913	0
1	7746	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1532	270	30	34770	36090	3	20010913	0
1	7747	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	539	720	30	22740	23850	1	20010913	0
1	7748	1	111	3.613963	519210002	2006	847	47.575	0	2	15621	43	0	1463	1110	120	43440	44760	5	20010913	0
1	7749	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1599	480	300	35730	37050	5	20010913	0
1	7750	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1336	1530	1170	30750	32070	5	20010913	0
1	7751	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1262	1830	1050	30390	31710	5	20010913	0
1	7752	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1154	3600	30	28620	29940	3	20010913	0
1	7753	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1439	540	450	42540	43890	5	20010913	0
1	7754	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	318	360	30	22350	23490	3	20010913	0
1	7755	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1529	840	450	43020	44370	5	20010913	0
1	7756	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1219	3660	30	28560	29910	3	20010913	0
1	7757	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1727	1200	210	33750	35100	5	20010913	0
1	7758	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1668	630	360	31950	33300	5	20010913	0
1	7759	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	177	270	120	21750	22890	5	20010913	0
1	7760	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	263	540	390	20400	21390	5	20010913	0
1	7761	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1405	600	510	42330	43650	5	20010913	0
1	7762	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1567	420	120	34740	36060	5	20010913	0
1	7763	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1570	540	270	34500	35820	5	20010913	0
1	7764	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1598	540	150	32460	33780	5	20010913	0
1	7765	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1667	480	120	35100	36450	5	20010913	0
1	7766	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	916	4230	360	27960	29310	5	20010913	0
1	7767	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	248	900	120	21000	22140	5	20010913	0
1	7768	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1506	1020	300	43140	44490	5	20010913	0
1	7769	1	113	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1377	660	330	41970	43320	5	20010913	0
1	7770	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1429	810	360	37350	38700	5	20010913	0
1	7771	1	111	3.613963	515230010	2006	714	66.949	0	0	4367	75	0	1568	420	270	36390	37740	5	20010913	0
1	7772	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1574	990	240	33150	34500	5	20010913	0
1	7773	1	111	3.613963	515230010	2006	714	66.949	0	0	4367	75	0	1574	660	540	36060	37410	5	20010913	0
1	7774	1	111	3.613963	515230010	2006	714	66.949	0	0	4367	75	0	1571	630	420	35850	37200	5	20010913	0
1	7775	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1160	3240	120	28980	30330	5	20010913	0
1	7776	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	336	3360	90	25350	26490	3	20010913	0
1	7777	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	516	2820	360	24720	25860	5	20010913	0
1	7778	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	184	300	60	14700	15540	3	20010913	0
1	7779	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1277	930	30	38580	39900	2	20010913	0
1	7780	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1687	600	240	35160	36480	5	20010913	0
1	7781	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1561	870	120	32940	34260	5	20010913	0
1	7782	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	590	3630	420	26100	27300	5	20010913	0
1	7783	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	362	1440	90	23310	24450	5	20010913	0
1	7784	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1064	4350	360	27120	28470	5	20010913	0
1	7785	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	128	210	390	19890	20850	5	20010913	0
1	7786	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1238	630	180	39840	41190	5	20010913	0
1	7787	1	111	3.613963	515230010	2006	714	66.949	0	0	4367	75	0	1593	780	180	35490	36840	5	20010913	0
1	7788	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	388	3000	210	24870	26010	5	20010913	0
1	7789	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	468	1020	210	22890	24030	5	20010913	0
1	7790	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	330	480	120	22290	23430	5	20010913	0
1	7791	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	313	360	150	22140	23280	5	20010913	0
1	7792	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	204	840	270	21000	22140	5	20010913	0
1	7793	1	133	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	59	0	60	19320	20190	3	20010913	1
1	7794	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1295	720	330	41700	43050	5	20010913	0
1	7795	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1295	720	300	41670	43020	5	20010913	0
1	7796	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1257	840	120	41040	42390	5	20010913	0
1	7797	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1454	990	210	37470	38820	5	20010913	0
1	7798	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1173	3870	120	28350	29700	5	20010913	0
1	7799	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	597	3600	540	25770	26940	5	20010913	0
1	7800	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	174	420	570	20520	21660	5	20010913	0
1	7801	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	174	330	360	20040	21060	5	20010913	0
1	7802	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1350	870	540	42060	43380	5	20010913	0
1	7803	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1322	1200	270	38220	39540	5	20010913	0
1	7804	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1582	780	330	32400	33720	5	20010913	0
1	7805	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1492	1020	720	31620	32940	5	20010913	0
1	7806	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1321	1500	1230	30990	32310	5	20010913	0
1	7807	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	1321	1530	1290	30930	32250	5	20010913	0
1	7808	1	111	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	615	3690	450	25920	27120	5	20010913	0
1	7809	1	113	3.613963	515252003	2006	776	140.881	0	0	2400	22	0	108	180	360	19890	20880	5	20010913	0
1	7810	1	111	3.613963	222031007	2002	976	168.885	1	0	8500	40	0	1228	420	30	39030	40380	3	20010913	0
