period	cat	value	fcc	interval	fkt_id	fkt_date	fkt_pop	fkt_area	fkt_mines	fkt_fert	fkt_cattle	fkt_poors	prot_area	altitude	dist_patch	dist_fedge	dist_road	dist_town	fragindex	date_image	statut_tp1
2	1154	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	943	180	180	61410	2220	5	20050425	0
2	1155	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	852	2070	300	57000	6210	5	20050425	0
2	1156	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	907	1260	390	55950	8010	5	20050425	0
2	1157	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	680	180	120	55200	10290	5	20050425	0
2	1158	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	65	60	60	49770	33300	4	20050425	0
2	1159	1	113	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	91	60	60	50400	36600	3	20050425	1
2	1160	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	113	300	30	51660	41970	2	20050425	0
2	1161	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	0	1208	750	120	66060	9870	5	20050425	0
2	1162	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1324	1080	300	65670	9210	5	20050425	0
2	1163	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1182	1050	390	64680	7500	5	20050425	0
2	1164	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1210	900	120	62370	3630	5	20050425	0
2	1165	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	780	270	30	59700	2070	3	20050425	0
2	1166	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	842	810	240	59010	2940	5	20050425	0
2	1167	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	811	300	90	58260	4110	5	20050425	0
2	1168	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	842	660	150	58050	4470	5	20050425	0
2	1169	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	645	390	30	53880	15810	4	20050425	0
2	1170	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	630	960	90	53580	17130	3	20050425	0
2	1171	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	344	150	60	53040	19380	4	20050425	0
2	1172	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1295	1200	30	63870	6180	3	20050425	0
2	1173	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	831	1080	120	57780	4890	5	20050425	0
2	1174	1	113	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	834	240	180	55380	9330	5	20050425	1
2	1175	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	696	180	30	55080	10620	3	20050425	0
2	1176	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	720	660	210	54960	11160	5	20050425	0
2	1177	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	714	630	240	54930	11280	5	20050425	0
2	1178	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	758	510	60	53640	16680	3	20050425	0
2	1179	1	113	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	313	210	60	52590	21090	3	20050425	1
2	1180	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	82	120	30	50460	37170	3	20050425	0
2	1181	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	70	180	90	50460	37230	5	20050425	0
2	1182	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1296	720	90	65220	8520	5	20050425	0
2	1183	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	774	300	90	59550	2220	3	20050425	0
2	1184	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	816	630	60	59190	2670	3	20050425	0
2	1185	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	855	1920	180	57090	6000	5	20050425	0
2	1186	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	631	240	60	54510	12840	3	20050425	0
2	1187	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	47	150	30	49950	35130	2	20050425	0
2	1188	1	113	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	56	120	30	50250	36450	3	20050425	1
2	1189	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	0	934	360	30	66360	10470	2	20050425	0
2	1190	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1200	960	300	64620	7560	5	20050425	0
2	1191	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1371	1380	270	63630	5880	5	20050425	0
2	1192	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1399	1380	450	63450	5550	5	20050425	0
2	1193	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1188	750	270	64770	7830	5	20050425	0
2	1194	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1318	870	450	63090	4980	5	20050425	0
2	1195	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	1143	960	30	62070	3390	3	20050425	0
2	1196	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	934	660	570	61650	2790	5	20050425	0
2	1197	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	768	180	90	59550	2220	3	20050425	0
2	1198	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	825	1770	120	57300	5550	5	20050425	0
2	1199	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	937	630	480	55470	8640	5	20050425	0
2	1200	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	75	270	90	49980	35580	4	20050425	0
2	1201	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1328	1050	150	65520	9180	5	20050425	0
2	1202	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1391	750	120	65280	8790	5	20050425	0
2	1203	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1215	900	210	64500	7470	5	20050425	0
2	1204	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1421	510	120	62730	4470	5	20050425	0
2	1205	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1397	480	180	62670	4380	5	20050425	0
2	1206	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	689	330	270	54750	11580	5	20050425	0
2	1207	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	827	420	90	53580	16500	5	20050425	0
2	1208	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	659	1380	90	53310	17640	3	20050425	0
2	1209	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	465	240	120	52650	20430	5	20050425	0
2	1210	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	88	210	30	50850	27990	2	20050425	0
2	1211	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	103	30	30	50220	30660	3	20050425	0
2	1212	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1385	450	180	62640	4350	5	20050425	0
2	1213	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	775	90	30	59640	2130	3	20050425	0
2	1214	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1363	960	450	63120	5190	5	20050425	0
2	1215	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	650	450	180	54690	11490	5	20050425	0
2	1216	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	708	540	300	53880	14940	5	20050425	0
2	1217	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	538	360	240	53670	15900	5	20050425	0
2	1218	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	125	720	330	51930	44220	5	20050425	0
2	1219	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	0	1038	600	30	66090	10290	2	20050425	0
2	1220	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1244	1020	90	65700	9600	5	20050425	0
2	1221	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	822	690	60	59100	2700	3	20050425	0
2	1222	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	872	1380	270	55830	7890	5	20050425	0
2	1223	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	63	210	90	51360	41910	4	20050425	0
2	1224	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1417	1200	540	63210	5460	5	20050425	0
2	1225	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	664	420	60	54900	10440	3	20050425	0
2	1226	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	637	510	120	54660	11400	5	20050425	0
2	1227	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	583	660	240	53880	14790	5	20050425	0
2	1228	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	707	480	270	53820	15000	5	20050425	0
2	1229	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	713	270	30	53760	15240	3	20050425	0
2	1230	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	1174	810	90	61890	3450	5	20050425	0
2	1231	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	829	1770	150	57120	5670	5	20050425	0
2	1232	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	953	1500	360	55860	7800	5	20050425	0
2	1233	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	647	480	90	54660	11340	5	20050425	0
2	1234	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	591	1110	180	53070	18030	5	20050425	0
2	1235	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	114	330	30	50730	27930	2	20050425	0
2	1236	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	120	60	60	51420	42510	3	20050425	0
2	1237	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1372	990	570	63060	5280	5	20050425	0
2	1238	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	882	150	60	60750	2130	3	20050425	0
2	1239	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	816	540	210	59100	2670	5	20050425	0
2	1240	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	873	2040	450	56160	7260	5	20050425	0
2	1241	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	114	300	120	49980	36480	5	20050425	0
2	1242	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	114	300	120	49980	36540	5	20050425	0
2	1243	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	973	540	510	61350	2820	5	20050425	0
2	1244	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	802	90	30	59340	2430	3	20050425	0
2	1245	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	809	1740	30	56520	6600	3	20050425	0
2	1246	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	546	1170	120	53040	17970	5	20050425	0
2	1247	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	118	60	60	50430	28980	3	20050425	0
2	1248	1	113	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	158	390	90	50160	30120	4	20050425	1
2	1249	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	86	210	30	51090	41280	3	20050425	1
2	1250	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	70	330	60	51990	45090	3	20050425	0
2	1251	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1279	540	330	63990	6990	5	20050425	0
2	1252	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1424	1260	690	63150	5580	5	20050425	0
2	1253	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1485	330	90	62580	4590	5	20050425	0
2	1254	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	871	1980	360	56160	7200	5	20050425	0
2	1255	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	958	540	450	55200	8820	5	20050425	0
2	1256	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	898	60	60	55020	9480	3	20050425	0
2	1257	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	164	270	90	50280	29490	5	20050425	0
2	1258	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	152	120	30	50160	37530	3	20050425	0
2	1259	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	102	450	90	51660	43890	3	20050425	0
2	1260	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1271	870	30	65490	9570	3	20050425	0
2	1261	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1300	900	30	65460	9510	3	20050425	0
2	1262	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1445	450	180	62640	4770	5	20050425	0
2	1263	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	856	900	300	57600	4710	5	20050425	0
2	1264	1	113	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	111	90	90	49800	36180	3	20050425	1
2	1265	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1272	480	240	64020	7110	5	20050425	0
2	1266	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	809	480	30	58020	4080	3	20050425	0
2	1267	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	108	120	60	49890	30900	3	20050425	0
2	1268	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	89	30	30	51390	42960	3	20050425	1
2	1269	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1269	480	30	64500	7950	3	20050425	0
2	1270	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1238	480	180	64050	7230	5	20050425	0
2	1271	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1453	240	30	62250	4260	2	20050425	0
2	1272	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	798	390	120	60090	2070	5	20050425	0
2	1273	1	113	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	133	300	120	50010	30300	5	20050425	1
2	1274	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	100	270	120	49800	36390	5	20050425	0
2	1275	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1410	1020	660	62940	5400	5	20050425	0
2	1276	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	670	960	30	53130	17010	2	20050425	0
2	1277	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	443	300	240	51570	23520	5	20050425	0
2	1278	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	197	630	30	50070	29940	3	20050425	0
2	1279	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	1045	630	420	61350	3120	5	20050425	0
2	1280	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	815	540	30	57960	4110	3	20050425	0
2	1281	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	834	660	120	57750	4380	5	20050425	0
2	1282	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	908	120	30	54870	9420	3	20050425	0
2	1283	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	452	600	60	53610	14760	3	20050425	0
2	1284	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	662	360	210	53520	15150	5	20050425	0
2	1285	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	616	180	90	53490	15330	5	20050425	0
2	1286	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	674	990	30	53100	17010	3	20050425	0
2	1287	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	92	360	60	50400	28440	3	20050425	0
2	1288	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	103	420	60	51510	43950	3	20050425	0
2	1289	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1377	480	240	63690	6750	5	20050425	0
2	1290	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	1231	570	30	61680	3630	3	20050425	0
2	1291	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	843	1500	150	56460	6450	5	20050425	0
2	1292	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	817	1530	180	56370	6600	5	20050425	0
2	1293	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	473	60	30	51300	24510	2	20050425	0
2	1294	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1507	420	330	62520	4860	5	20050425	0
2	1295	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	877	150	120	59700	2310	5	20050425	0
2	1296	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	830	720	90	57600	4590	3	20050425	0
2	1297	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	102	120	120	51180	42780	5	20050425	1
2	1298	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	89	30	30	51210	42900	2	20050425	1
2	1299	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	79	480	30	51480	44100	3	20050425	0
2	1300	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	539	420	90	53490	14940	5	20050425	0
2	1301	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1353	840	180	65070	9270	5	20050425	0
2	1302	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	831	480	270	59940	2250	5	20050425	0
2	1303	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	844	660	30	57540	4620	3	20050425	0
2	1304	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	74	480	30	49080	33450	3	20050425	0
2	1305	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	74	180	90	51750	45480	5	20050425	0
2	1306	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1397	210	30	64680	8640	3	20050425	0
2	1307	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1294	270	270	63870	7260	5	20050425	0
2	1308	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1559	150	150	62280	4680	5	20050425	0
2	1309	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	919	90	90	60630	2610	4	20050425	0
2	1310	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	868	420	60	59010	2760	3	20050425	0
2	1311	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	830	1380	270	56340	6510	5	20050425	0
2	1312	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	984	1230	120	55320	8250	5	20050425	0
2	1313	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1021	540	60	65610	10260	3	20050425	0
2	1314	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1603	90	90	62160	4560	5	20050425	0
2	1315	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	901	60	60	60870	2910	3	20050425	0
2	1316	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	766	330	30	60090	2400	3	20050425	0
2	1317	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	883	180	180	54720	9330	5	20050425	0
2	1318	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	984	690	60	53010	16620	3	20050425	0
2	1319	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	172	540	150	49830	30060	5	20050425	0
2	1320	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	104	240	150	49740	30450	5	20050425	0
2	1321	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	113	480	30	50460	40230	3	20050425	0
2	1322	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	96	90	30	51060	42750	3	20050425	1
2	1323	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	99	60	60	51270	43650	3	20050425	1
2	1324	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	995	300	240	61020	3090	5	20050425	0
2	1325	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	808	1230	30	56520	6150	2	20050425	0
2	1326	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	685	120	60	54090	11910	3	20050425	0
2	1327	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	104	270	150	51690	45570	5	20050425	0
2	1328	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	810	180	180	58170	3690	5	20050425	0
2	1329	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	812	1230	120	56430	6300	5	20050425	0
2	1330	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	414	330	60	51300	23670	3	20050425	0
2	1331	1	113	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	159	30	30	50850	25500	3	20050425	1
2	1332	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	89	420	60	49020	33240	3	20050425	0
2	1333	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	821	300	120	57810	4170	5	20050425	0
2	1334	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	462	240	120	53040	16170	5	20050425	0
2	1335	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	46	300	30	49140	32700	3	20050425	0
2	1336	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	85	60	60	51030	43080	3	20050425	1
2	1337	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1117	390	270	65280	9870	5	20050425	0
2	1338	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	797	360	90	59940	2490	5	20050425	0
2	1339	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	514	330	150	52980	16290	5	20050425	0
2	1340	1	113	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	550	60	30	51660	21900	2	20050425	1
2	1341	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	77	270	30	50190	28050	3	20050425	0
2	1342	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	45	90	30	49050	34770	1	20050425	0
2	1343	1	113	5.563427	214332002	2007	412	87.995	0	0	2000	70	0	164	90	60	49800	37950	4	20050425	1
2	1344	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	94	90	90	50910	42750	4	20050425	1
2	1345	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	104	150	150	51030	43170	5	20050425	1
2	1346	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	106	120	90	51150	43710	5	20050425	1
2	1347	1	111	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	103	30	30	51540	45330	3	20050425	0
2	1348	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1117	390	270	65250	9870	5	20050425	0
2	1349	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	1	959	150	150	60510	2790	5	20050425	0
2	1350	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	320	660	180	51270	23340	5	20050425	0
2	1351	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	114	30	30	49470	31020	3	20050425	0
2	1352	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	104	120	120	51000	43230	5	20050425	1
2	1353	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	119	30	30	51060	43470	3	20050425	1
2	1354	1	111	5.563427	222011004	2008	933	45.656	0	0	7500	49	1	1169	630	360	61290	3630	5	20050425	0
2	1355	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	946	450	360	58530	3240	5	20050425	0
2	1356	1	111	5.563427	222012004	2008	1458	38.549	0	0	7500	49	1	906	480	210	54660	9120	5	20050425	0
2	1357	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	695	870	240	52620	17520	5	20050425	0
2	1358	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	342	630	150	51330	23070	5	20050425	0
2	1359	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	157	210	120	49260	36030	5	20050425	0
2	1360	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	90	30	30	50910	42930	2	20050425	1
2	1361	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1294	750	150	63150	6420	5	20050425	0
2	1362	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1345	840	210	62460	5340	5	20050425	0
2	1363	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	805	210	90	59670	2520	5	20050425	0
2	1364	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	918	570	450	58620	3150	5	20050425	0
2	1365	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	0	825	180	180	57900	3960	5	20050425	0
2	1366	1	113	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	672	240	30	53910	12000	2	20050425	1
2	1367	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	279	120	30	50820	25110	2	20050425	0
2	1368	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	106	450	60	49530	30450	4	20050425	0
2	1369	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	157	210	120	49260	36120	5	20050425	0
2	1370	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1352	300	30	64260	8340	3	20050425	0
2	1371	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1214	1260	510	62820	5910	5	20050425	0
2	1372	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	797	180	90	53820	12270	3	20050425	0
2	1373	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	140	30	30	50670	25560	2	20050425	0
2	1374	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	1	143	720	60	50190	27570	3	20050425	0
2	1375	1	111	5.563427	222011001	2008	1076	88.321	0	0	7500	49	0	768	180	90	59760	2610	5	20050425	0
2	1376	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	1034	1410	390	55140	8190	5	20050425	0
2	1377	1	111	5.563427	222011003	2007	854	61.323	0	0	7500	49	1	875	990	420	54870	8640	5	20050425	0
2	1378	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	850	690	120	52650	17100	5	20050425	0
2	1379	1	111	5.563427	214331003	2008	652	57.563	0	0	2000	70	1	377	720	120	51150	23370	5	20050425	0
2	1380	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	100	30	30	50790	42870	2	20050425	1
2	1381	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1355	570	90	64590	9000	3	20050425	0
2	1382	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	1	824	120	60	53730	12390	3	20050425	0
2	1383	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	65	660	60	48690	34170	3	20050425	0
2	1384	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	164	300	120	49110	35940	5	20050425	0
2	1385	1	111	5.563427	214311007	2007	894	183.666	1	0	1810	5	0	135	270	210	49230	36450	5	20050425	0
2	1386	1	113	5.563427	214312007	2007	760	124.834	1	0	1810	5	0	92	90	90	50820	43170	5	20050425	1
2	1387	1	113	5.563427	214332003	2007	913	114.53	0	0	2000	70	0	125	180	90	50940	43620	5	20050425	1
2	1388	1	111	5.563427	222011002	2006	882	121.619	0	0	7500	49	1	1424	390	390	63720	7620	5	20050425	0
2	1389	1	111	5.563427	222012002	2008	1314	109.692	0	0	7500	49	0	301	480	60	53130	14790	3	20050425	0
